bID,bRad,LamSites,Class,DomainID,Chr,StartLoc,EndLoc,TAD_length,Sum of genomic lengths,Radius(nm),EpiClass,WT_Probability_NE0.2,Mutant_Probability_NE0.2,Sum_of_Contacts_with_Active_TADs,Radii,Surface_area,Reads_Rep1_WT,Reads_Rep2_WT,Reads_Rep1_Mut,Reads_Rep2_Mut,WT_RPKMT,Mut_RPKMT,WT_RPKMTL,Mut_RPKMTL,Bin_ALL_TADs,Bin_LTADs,Bin_NonLTADs
430,0.08,0,NonL-TADs,428,2R,19542150,19598549,56399,54938,61.52,Active,0.182238,0.0757155,3942.29,0.08,0.026816,14813,11502,13198,13493,15.47606899,15.12107357,15.07516584,14.72936647,3,,4
431,0.07,0,NonL-TADs,429,2R,19598550,19636449,37899,32990,53.88,Null,0.202448,0.0695963,4250.89,0.07,0.020531,4242,3283,4312,4534,7.369776482,8.345555423,6.41518051,7.264568284,3,,4
432,0.09,0,NonL-TADs,430,2R,19636450,19731249,94799,74040,73.14,Null,0.279336,0.0739975,8323.65,0.09,0.033939,6624,5904,5837,5827,5.466954536,4.90311102,4.269805735,3.829432166,4,,5
433,0.11,1,L-TADs,431,2R,19731250,19916349,185099,167364,91.42,Active,0.576321,0.0919899,28406.4,0.11,0.050699,74169,67899,74175,77345,27.42611845,28.17724582,24.79832353,25.4774827,6,5,
434,0.07,0,NonL-TADs,432,2R,19916350,19956749,40399,41498,55.04,Active,0.605639,0.0970632,7203.3,0.07,0.020531,113632,107151,110282,108878,171.8971165,164.3708313,176.5733444,168.8423168,6,,6
435,0.08,1,L-TADs,433,2R,19956750,20026049,69299,58567,65.89,Active,0.678762,0.104855,14808,0.08,0.026816,8734,7051,8642,8714,8.708066468,9.223320264,7.359490452,7.794949392,6,6,
436,0.12,2,L-TADs,434,2R,20026050,20223949,197899,134058,93.48,Active,0.762279,0.121057,34466.2,0.12,0.060336,17460,13649,16305,16106,7.497620298,7.5247196,5.078934112,5.097291346,6,6,
437,0.12,1,L-TADs,435,2R,20223950,20446649,222699,193564,97.23,PcG,0.680775,0.121912,19878.1,0.12,0.060336,13565,11127,13660,13700,4.12156172,4.399285335,3.582350943,3.823740863,6,6,
438,0.1,0,NonL-TADs,436,2R,20446650,20556049,109399,87510,76.72,Active,0.390417,0.12186,11633,0.1,0.0419,10225,8730,9370,9441,6.99835925,6.690288189,5.598098867,5.351667926,5,,6
439,0.08,1,L-TADs,437,2R,20556050,20631149,75099,58065,67.68,Null,0.397568,0.124052,8370.72,0.08,0.026816,976,931,926,1006,1.061124618,1.035579198,0.820439699,0.8006885059,5,3,
440,0.12,0,NonL-TADs,438,2R,20631150,20826449,195299,142002,93.07,PcG,0.292673,0.165258,13268.5,0.12,0.060336,41852,32684,42314,38106,16.95905892,17.62626251,12.33094017,12.81606423,4,,5
441,0.09,0,NonL-TADs,439,3L,40150,131049,90899,28816,72.12,HP1/centro,0.14687,0.187256,5589.86,0.09,0.033939,1501,1478,1384,1587,3.34015742,3.208925116,1.058867273,1.017265164,2,,3
442,0.05,0,NonL-TADs,440,3L,131050,145249,14199,286,38.84,HP1/centro,0.125535,0.155218,1578.5,0.05,0.010475,0,0,0,0,0,0,0,0,2,,2
443,0.06,0,NonL-TADs,441,3L,145250,175649,30399,30309,50.06,Active,0.119629,0.141185,1777.93,0.06,0.015084,1635,1395,1717,1646,3.229989782,3.453392057,3.220426997,3.443167862,2,,2
444,0.09,0,NonL-TADs,442,3L,175650,264549,88899,153867,71.59,Active,0.125977,0.126071,12006.6,0.09,0.033939,29070,24387,29029,27975,11.22507429,11.53056189,19.4284357,19.95717575,2,,2
445,0.08,0,NonL-TADs,443,3L,264550,326149,61599,101886,63.35,Active,0.182542,0.116287,7378.54,0.08,0.026816,3011,2619,3026,2983,1.78535264,1.835601136,2.953009612,3.036121647,3,,4
446,0.1,1,L-TADs,444,3L,326150,441249,115099,238429,78.03,PcG,0.276809,0.111775,9390.22,0.1,0.0419,4574,3516,4474,4626,1.096275155,1.187881014,2.270947524,2.460710192,4,2,
447,0.09,0,NonL-TADs,445,3L,441250,541549,100299,12548,74.53,Null,0.208568,0.0981571,5857.44,0.09,0.033939,230,244,498,226,1.220489252,1.795786417,0.1526904469,0.2246635356,3,,4
448,0.08,0,NonL-TADs,446,3L,541550,604949,63399,59855,63.96,Null,0.215652,0.0944138,4553.08,0.08,0.026816,18870,14469,19742,20289,17.99626011,20.81548959,16.99027033,19.65190507,3,,4
449,0.07,0,NonL-TADs,447,3L,604950,650549,45599,10513,57.31,Active,0.30115,0.0959556,3186.95,0.07,0.020531,14748,13690,13184,13207,87.398205,78.13035694,20.14994472,18.01321175,4,,5
450,0.11,1,L-TADs,448,3L,650550,834549,183999,135378,91.24,Active,0.516965,0.104802,21685.9,0.11,0.050699,38156,32874,36523,36572,16.95211339,16.80467829,12.47258521,12.36410925,6,4,
451,0.16,2,L-TADs,449,3L,834550,1296549,461999,683716,124,Null,0.657455,0.0851092,26168.5,0.16,0.107264,23783,19425,23433,24038,2.041825149,2.160942761,3.021713302,3.197996404,6,5,
452,0.07,0,NonL-TADs,450,3L,1296550,1332849,36299,33832,53.11,Active,0.34915,0.0957514,3109.99,0.07,0.020531,27086,24539,26515,27578,49.301771,49.76270986,45.95105972,46.38067164,5,,6
453,0.05,0,NonL-TADs,451,3L,1332850,1351249,18399,93750,42.35,Active,0.387389,0.0938734,1802.93,0.05,0.010475,8250,6918,8292,8768,5.227417305,5.663675683,26.63570696,28.85861163,5,,6
454,0.1,1,L-TADs,452,3L,1351250,1488849,137599,67474,82.81,PcG,0.474927,0.106985,10359.9,0.1,0.0419,196,267,255,281,0.2217045784,0.2472401276,0.1087165948,0.1212383838,5,4,
455,0.09,0,NonL-TADs,453,3L,1488850,1574549,85699,118702,70.72,Active,0.293236,0.129704,9950.13,0.09,0.033939,21056,17038,20187,21109,10.36880408,10.82780877,14.36186866,14.99763773,4,,5
456,0.09,0,NonL-TADs,454,3L,1574550,1668949,94399,175352,73.04,Active,0.335999,0.114888,15742.1,0.09,0.033939,64222,58263,59555,59061,22.56848002,21.05344534,41.92235203,39.10808109,4,,5
457,0.12,2,L-TADs,455,3L,1668950,1856249,187299,284107,91.78,Active,0.634733,0.104667,29030.5,0.12,0.060336,23574,18298,22567,22697,4.761808201,4.958629068,7.22301263,7.521563002,6,5,
458,0.06,0,NonL-TADs,456,3L,1856250,1883149,26899,22579,48.06,Active,0.610565,0.082164,4940.13,0.06,0.015084,9853,7784,8851,8899,25.23772123,24.46720045,21.18452387,20.53774932,6,,6
459,0.09,1,L-TADs,457,3L,1883150,1971249,88099,70105,71.38,PcG,0.669798,0.0719802,8180.32,0.09,0.033939,5747,4970,5650,6044,4.93917444,5.191641818,3.930360437,4.131261986,6,5,
460,0.15,1,L-TADs,458,3L,1971250,2376049,404799,379743,118.66,Null,0.742732,0.0706991,17868.8,0.15,0.094275,14513,13459,15387,16131,2.379928283,2.583208733,2.232616943,2.423314865,6,6,
461,0.09,0,NonL-TADs,459,3L,2376050,2466449,90399,274155,71.99,Null,0.434064,0.055724,4430.32,0.09,0.033939,34653,32388,35117,36092,7.900861348,8.084056537,23.96111288,24.51669288,5,,6
462,0.09,1,L-TADs,460,3L,2466450,2554849,88399,96079,71.46,Null,0.51974,0.0575619,4172.67,0.09,0.033939,8375,6717,8964,9350,5.075144943,5.93260402,5.5160675,6.448021603,6,4,
463,0.06,0,NonL-TADs,461,3L,2554850,2587049,32199,30766,51.03,Null,0.492404,0.0558254,2838.03,0.06,0.015084,10653,8004,12285,12301,19.59299842,24.87181437,18.72102206,23.76490701,6,,6
464,0.07,0,NonL-TADs,462,3L,2587050,2635049,47999,62103,58.3,Active,0.445624,0.0627515,2994.72,0.07,0.020531,60427,55517,55975,56372,60.32062417,56.30403585,78.0452035,72.84838306,5,,6
465,0.1,1,L-TADs,463,3L,2635050,2766049,130999,87161,81.47,Null,0.536453,0.0566666,10184.3,0.1,0.0419,2052,1416,2053,2065,1.285544197,1.470465245,0.8553448326,0.9783832028,6,4,
466,0.09,0,NonL-TADs,464,3L,2766050,2851649,85599,52584,70.69,Active,0.438798,0.0641213,6114.91,0.09,0.033939,23437,19797,22779,23689,26.56451716,27.50369147,16.31874871,16.89568934,5,,6
467,0.11,1,L-TADs,465,3L,2851650,3035549,183899,98329,91.22,Null,0.61754,0.0561933,11102.9,0.11,0.050699,3464,2493,3292,3385,1.957384321,2.113442224,1.046594288,1.130036925,6,5,
468,0.08,1,L-TADs,466,3L,3035550,3091449,55899,60683,61.33,Active,0.559635,0.0612674,4818.75,0.08,0.026816,11898,10966,11923,12503,12.1734954,12.52783244,13.21533876,13.600001,6,4,
469,0.08,0,NonL-TADs,467,3L,3091450,3144649,53199,33923,60.33,Null,0.43121,0.0606428,5804.61,0.08,0.026816,12778,11402,12113,13351,23.02990634,23.36269823,14.68530448,14.89751334,5,,6
470,0.09,0,NonL-TADs,468,3L,3144650,3224349,79699,81005,69.03,Active,0.297041,0.0552959,7736.39,0.09,0.033939,333183,272188,286901,269231,241.457063,213.6764624,245.4137365,217.1779049,4,,5
471,0.05,0,NonL-TADs,469,3L,3224350,3239949,15599,10062,40.08,Active,0.326973,0.0480372,0,0.05,0.010475,7058,5597,5580,5978,40.63572047,35.75106661,26.21171994,23.06091623,4,,5
472,0.08,1,L-TADs,470,3L,3239950,3304049,64099,44736,64.2,Null,0.327302,0.0443835,8072.3,0.08,0.026816,3842,4161,3571,4099,5.779972802,5.336159967,4.033960955,3.724214922,4,2,
473,0.08,0,NonL-TADs,471,3L,3304050,3376849,72799,59035,66.98,Active,0.283924,0.0474014,5014.63,0.08,0.026816,23637,19279,24107,24690,23.48766244,25.7261135,19.0468846,20.86211501,4,,5
474,0.1,0,NonL-TADs,472,3L,3376850,3516149,139299,186013,83.15,Null,0.223444,0.0374782,9389.46,0.1,0.0419,22167,18325,23489,22772,7.033250062,7.74038113,9.391854528,10.33612241,3,,4
475,0.09,0,NonL-TADs,473,3L,3516150,3617549,101399,4424,74.8,Null,0.314775,0.0359003,3224.02,0.09,0.033939,135,126,86,77,1.906143167,1.146735117,0.08316430509,0.05003161921,4,,5
476,0.11,1,L-TADs,474,3L,3617550,3764149,146599,119232,84.58,Null,0.616813,0.0377627,4302.56,0.11,0.050699,1378,1064,1232,1317,0.6617332519,0.6653767673,0.5382013458,0.5411646923,6,5,
477,0.1,1,L-TADs,475,3L,3764150,3896149,131999,57101,81.67,PcG,0.690498,0.048789,4881.9,0.1,0.0419,13587,12468,13522,14326,14.74271572,15.17892176,6.377501421,6.566198315,6,6,
478,0.12,1,L-TADs,476,3L,3896150,4102549,206399,144312,94.8,Null,0.618297,0.0436814,8251.46,0.12,0.060336,15614,13187,15151,16811,6.448151745,6.893219815,4.50847957,4.819666461,6,5,
479,0.07,0,NonL-TADs,477,3L,4102550,4138449,35899,32254,52.92,Active,0.326925,0.0488023,964.402,0.07,0.020531,41519,37888,42299,45112,79.54361689,84.34767834,71.46716675,75.78344849,4,,5
480,0.09,0,NonL-TADs,478,3L,4138450,4240549,102099,93736,74.97,PcG,0.227409,0.0517565,7662.15,0.09,0.033939,14840,13795,15207,15733,9.870085122,10.27317103,9.061619595,9.43168846,3,,4
481,0.05,0,NonL-TADs,479,3L,4240550,4260249,19699,18160,43.32,Active,0.202932,0.0466606,1708.96,0.05,0.010475,12160,10342,11453,12001,40.03459171,40.19682053,36.90685748,37.05641204,3,,4
482,0.08,0,NonL-TADs,480,3L,4260250,4313849,53599,49582,60.48,Active,0.199964,0.0446243,2324.85,0.08,0.026816,9571,8798,9460,9242,11.96992973,11.73963617,11.07283822,10.85980411,3,,4
483,0.07,0,NonL-TADs,481,3L,4313850,4365549,51699,45967,59.76,Null,0.241004,0.0345883,4423.02,0.07,0.020531,2898,2626,2504,2637,3.882733982,3.480904186,3.452245362,3.09496746,4,,4
484,0.07,0,NonL-TADs,482,3L,4365550,4405249,39699,35493,54.72,Null,0.321165,0.0338192,2372.41,0.07,0.020531,2157,1893,1970,1986,3.686739413,3.468999202,3.296139499,3.101468266,4,,5
485,0.12,2,L-TADs,483,3L,4405250,4625149,219899,155384,96.82,Null,0.61426,0.0367011,7102.04,0.12,0.060336,9705,9155,9209,9936,3.921620091,3.834773342,2.771076795,2.709709553,6,5,
486,0.12,1,L-TADs,484,3L,4625150,4838949,213799,178121,95.92,Null,0.751817,0.0521328,5199.68,0.12,0.060336,18994,17175,17227,17921,6.56072002,6.141523517,5.46589091,5.116648396,6,6,
487,0.13,1,L-TADs,485,3L,4838950,5127149,288199,95301,105.96,Null,0.721185,0.034722,6422.19,0.13,0.070811,186,188,204,250,0.126795626,0.1482685435,0.04192849368,0.04902910996,6,6,
488,0.12,1,L-TADs,486,3L,5127150,5362149,234999,160998,98.99,Null,0.613404,0.0330814,7850.47,0.12,0.060336,26259,23973,26044,26661,10.08068668,10.18877479,6.906286386,6.980337633,6,5,
489,0.1,0,NonL-TADs,487,3L,5362150,5503649,141499,24965,83.59,Null,0.266191,0.0313896,4048.71,0.1,0.0419,8329,7341,7485,7106,20.27998146,18.19047808,3.578044631,3.209388654,4,,5
490,0.08,0,NonL-TADs,488,3L,5503650,5557649,53999,36045,60.63,Null,0.239062,0.0312685,2055.77,0.08,0.026816,2459,2510,2449,2492,4.454039811,4.266388992,2.973126632,2.847867391,3,,4
491,0.07,0,NonL-TADs,489,3L,5557650,5601049,43399,33083,56.37,Active,0.2841,0.0378368,3366.67,0.07,0.020531,5000,4459,5385,5720,9.237840685,10.44730573,7.041993672,7.963967268,4,,5
492,0.11,1,L-TADs,490,3L,5601050,5744949,143899,105778,84.06,Null,0.402706,0.0362587,8516.14,0.11,0.050699,19881,17728,15559,15087,11.48752745,9.017145387,8.444309404,6.628368542,5,3,
493,0.08,0,NonL-TADs,491,3L,5744950,5805049,60099,60329,62.83,Active,0.276206,0.040549,4267.76,0.08,0.026816,29460,24611,29218,29208,28.95798925,30.14190203,29.06881202,30.25725565,4,,5
494,0.08,0,NonL-TADs,492,3L,5805050,5863149,58099,33279,62.13,PcG,0.271691,0.0590468,3766.88,0.08,0.026816,1253,1186,1315,1240,2.367945269,2.389523263,1.356354681,1.368714516,4,,5
495,0.17,3,L-TADs,493,3L,5863150,6490049,626899,311577,137.29,Null,0.604054,0.0642787,18141.6,0.17,0.121091,54841,47371,59586,60910,10.59904223,12.03643473,5.267862575,5.982265441,6,5,
496,0.07,0,NonL-TADs,494,3L,6490050,6541549,51499,1701,59.68,Null,0.406355,0.0642778,1727.9,0.07,0.020531,0,0,0,0,0,0,0,0,5,,6
497,0.12,1,L-TADs,495,3L,6541550,6751349,209799,156617,95.31,Null,0.633805,0.0837027,5767.14,0.12,0.060336,12625,9730,12233,12471,4.611751536,4.909293579,3.442717507,3.664835545,6,5,
498,0.11,1,L-TADs,496,3L,6751350,6937149,185799,14877,91.53,PcG,0.583587,0.0868935,4981.91,0.11,0.050699,286,205,268,255,1.066341366,1.09415022,0.08538237825,0.0876090443,6,5,
499,0.07,0,NonL-TADs,497,3L,6937150,6973149,35999,31774,52.96,Active,0.357497,0.081113,2005.93,0.07,0.020531,42554,35580,40704,41236,79.45080368,80.26287177,70.12611006,70.84287029,5,,6
500,0.05,0,NonL-TADs,498,3L,6973150,6989549,16399,4924,40.75,PcG,0.308767,0.0726487,986.182,0.05,0.010475,3,0,3,0,0.01968490567,0.01896242328,0.005910633303,0.005693699141,4,,5
501,0.09,0,NonL-TADs,499,3L,6989550,7085349,95799,49368,73.4,Null,0.254318,0.070468,3650.49,0.09,0.033939,17,16,11,11,0.02159725391,0.01386972255,0.01112969061,0.007147469837,4,,5
502,0.08,0,NonL-TADs,500,3L,7085350,7149149,63799,59110,64.1,Null,0.328217,0.0603021,2468.98,0.08,0.026816,1372,1313,1382,1441,1.467619449,1.486416594,1.35975463,1.377170251,4,,5
503,0.09,1,L-TADs,501,3L,7149150,7230049,80899,30414,69.38,Null,0.435254,0.0605958,3012.41,0.09,0.033939,61,52,53,61,0.1200424995,0.1166599903,0.04513000876,0.04385835355,5,3,
504,0.05,0,NonL-TADs,502,3L,7230050,7243549,13499,11476,38.19,Active,0.451808,0.0600406,1085.16,0.05,0.010475,35439,33834,32968,32645,195.0309715,177.9467178,165.8030542,151.2790972,5,,6
505,0.08,1,L-TADs,503,3L,7243550,7316449,72899,33486,67.01,Null,0.427635,0.0569983,3472.91,0.08,0.026816,992,865,880,861,1.79175555,1.618177374,0.8230390864,0.7433063216,5,3,
506,0.08,0,NonL-TADs,504,3L,7316450,7372849,56399,55683,61.52,Active,0.366046,0.0597446,4129.56,0.08,0.026816,41251,35113,40191,41479,44.3094308,45.64892517,43.74691103,45.06940017,5,,6
507,0.15,2,L-TADs,505,3L,7372850,7807849,434999,455091,121.54,Null,0.489287,0.078032,16691.8,0.15,0.094275,28621,25737,28351,29260,3.859182796,3.940014254,4.037433093,4.121998043,5,4,
508,0.08,0,NonL-TADs,506,3L,7807850,7862149,54299,25771,60.74,Null,0.190169,0.062236,3162.94,0.08,0.026816,94,84,96,129,0.2231612878,0.2717326808,0.1059152019,0.1289678063,3,,4
509,0.07,0,NonL-TADs,507,3L,7862150,7904649,42499,16973,55.98,Null,0.161845,0.0621644,2398.42,0.07,0.020531,5958,5397,6097,5824,21.61516997,21.85972544,8.632539117,8.730208238,3,,3
510,0.06,0,NonL-TADs,508,3L,7904650,7928549,23899,13006,46.2,Active,0.166703,0.0665265,1090.29,0.06,0.015084,6056,5561,7248,7779,28.85893947,35.95995693,15.70523314,19.56965563,3,,3
511,0.07,0,NonL-TADs,509,3L,7928550,7969149,40599,9392,55.13,PcG,0.189371,0.071032,2192.1,0.07,0.020531,13004,11418,12814,13234,84.0143111,86.31910435,19.43551343,19.9686945,3,,4
512,0.12,1,L-TADs,510,3L,7969150,8170349,201199,179909,93.99,Null,0.292673,0.0808771,11968,0.12,0.060336,38287,33914,37230,38010,12.96643092,13.01626924,11.5943798,11.63894444,4,2,
513,0.06,0,NonL-TADs,511,3L,8170350,8192549,22199,20795,45.08,Active,0.167259,0.0689764,1451.77,0.06,0.015084,4309,3516,4012,4245,12.15781552,12.3581649,11.3888812,11.57655927,3,,3
514,0.09,0,NonL-TADs,512,3L,8192550,8291249,98699,73048,74.13,Null,0.115503,0.066921,7096.5,0.09,0.033939,3407,3123,3445,3461,2.888251311,2.9424485,2.137620257,2.177732075,2,,2
515,0.05,0,NonL-TADs,513,3L,8291250,8309149,17899,15297,41.96,Active,0.0989673,0.0672334,1735.69,0.05,0.010475,8328,6885,8130,8042,32.13207161,32.90395421,27.4609922,28.12066526,2,,2
516,0.06,0,NonL-TADs,514,3L,8309150,8332449,23299,7367,45.81,Null,0.0905956,0.065832,1798.24,0.06,0.015084,235,267,233,217,2.201624122,1.901132867,0.6961399591,0.6011264789,2,,2
517,0.06,0,NonL-TADs,515,3L,8332450,8353849,21399,21487,44.53,Active,0.0870052,0.0690598,1653.64,0.06,0.015084,8007,8166,7327,8063,24.31895619,22.29222727,24.41896405,22.38390053,1,,2
518,0.07,0,NonL-TADs,516,3L,8353850,8399249,45399,31526,57.22,Null,0.087584,0.0716011,4024.94,0.07,0.020531,881,770,865,979,1.692031055,1.820466417,1.17498119,1.264169348,1,,2
519,0.05,0,NonL-TADs,517,3L,8399250,8418549,19299,21163,43.03,Active,0.0876106,0.0684135,2556.22,0.05,0.010475,1861,1605,2039,2099,5.291532332,6.085606688,5.802616651,6.673386929,1,,2
520,0.11,0,NonL-TADs,518,3L,8418550,8570449,151899,91206,85.59,Active,0.102953,0.0714374,19569.2,0.11,0.050699,19681,17531,20538,21616,13.18225567,14.3848722,7.915133152,8.637230358,2,,2
521,0.06,0,NonL-TADs,519,3L,8570450,8595049,24599,25952,46.65,Null,0.137777,0.0570904,1739.5,0.06,0.015084,25881,24995,24944,24511,63.33915333,59.31028348,66.82294838,62.57248168,2,,3
522,0.1,0,NonL-TADs,520,3L,8595050,8710449,115399,51362,78.1,PcG,0.204356,0.0633237,10234.6,0.1,0.0419,2700,1875,2727,3164,2.877923858,3.569749343,1.280911665,1.588830629,3,,4
523,0.12,2,L-TADs,521,3L,8710450,8946449,235999,197161,99.13,Null,0.504335,0.0532439,10179.1,0.12,0.060336,4731,4285,4778,4851,1.477484789,1.520025244,1.234337342,1.269876979,6,4,
524,0.07,0,NonL-TADs,522,3L,8946450,8991849,45399,40447,57.22,Active,0.568641,0.054308,3512.92,0.07,0.020531,17906,16779,17202,17592,27.70674524,26.7737171,24.68456849,23.85331253,6,,6
525,0.07,1,L-TADs,523,3L,8991850,9041649,49799,15974,59.02,PcG,0.647257,0.0575406,4105.54,0.07,0.020531,19,12,22,25,0.06270153044,0.09157455227,0.02011273815,0.02937432274,6,5,
526,0.09,1,L-TADs,524,3L,9041650,9130449,88799,72836,71.56,Null,0.685971,0.056867,4688.72,0.09,0.033939,3309,3310,3378,3712,2.936137714,3.029638242,2.408321338,2.485013694,6,6,
527,0.12,1,L-TADs,525,3L,9130450,9326549,196099,74314,93.19,Null,0.658759,0.068116,6608.64,0.12,0.060336,66,106,78,109,0.07478042627,0.07831800111,0.0283389135,0.02967951868,6,5,
528,0.06,0,NonL-TADs,526,3L,9326550,9353349,26799,25385,48,Null,0.370463,0.053582,1219.87,0.06,0.015084,3523,3500,3768,3745,8.938726068,9.211425569,8.467090609,8.725401622,5,,6
529,0.07,0,NonL-TADs,527,3L,9353350,9395349,41999,36322,55.76,Active,0.272841,0.0548212,3272.36,0.07,0.020531,30568,29871,23885,24283,53.76227569,41.27427812,46.49523507,35.69523869,4,,5
530,0.06,0,NonL-TADs,528,3L,9395350,9420849,25499,24571,47.21,Active,0.232044,0.0515232,4262.92,0.06,0.015084,4050,3599,3886,4189,10.05800753,10.22846174,9.691960592,9.856211362,3,,4
531,0.08,0,NonL-TADs,529,3L,9420850,9481649,60799,59351,63.07,Active,0.223192,0.0510442,6690.53,0.08,0.026816,36170,32992,33993,33776,37.65040311,35.53805561,36.75371429,34.69167484,3,,4
532,0.06,0,NonL-TADs,530,3L,9481650,9503549,21899,17624,44.88,Null,0.26619,0.0435124,2125.53,0.06,0.015084,27175,25805,24466,24173,97.12646834,85.89557265,78.16598375,69.12752055,4,,5
533,0.11,2,L-TADs,531,3L,9503550,9689549,185999,168699,91.56,Null,0.356154,0.0455321,12229.4,0.11,0.050699,25522,21649,24971,26057,9.034262443,9.414270327,8.193974376,8.538637251,5,2,
534,0.06,0,NonL-TADs,532,3L,9689550,9721749,32199,28352,51.03,Active,0.256438,0.0496611,4112.99,0.06,0.015084,22350,20587,23020,23953,48.93032772,51.56502396,43.08433962,45.40425352,4,,5
535,0.06,0,NonL-TADs,533,3L,9721750,9753049,31299,30202,50.55,Active,0.217415,0.0495089,1312.92,0.06,0.015084,10402,9657,9054,9376,21.45871455,18.99241792,20.70660714,18.32675184,3,,4
536,0.09,0,NonL-TADs,534,3L,9753050,9830849,77799,63724,68.48,Null,0.1889,0.0450767,7871.57,0.09,0.033939,7195,6481,7852,8833,6.934037576,8.149178077,5.67956671,6.674870163,3,,4
537,0.05,0,NonL-TADs,535,3L,9830850,9849049,18199,16185,42.19,Active,0.219382,0.0473889,1722.7,0.05,0.010475,5055,4063,5523,5748,18.20191206,21.67406504,16.18758979,19.2754955,3,,4
538,0.07,0,NonL-TADs,536,3L,9849050,9895749,46699,37403,57.76,Active,0.259273,0.0497302,3669.95,0.07,0.020531,25357,22830,23853,24763,41.62493606,40.4541809,33.33898978,32.40128757,4,,5
539,0.14,1,L-TADs,537,3L,9895750,10219149,323399,173331,110.1,Null,0.5543,0.0426665,10907.8,0.14,0.082124,1505,1510,1517,1699,0.5620063227,0.5774713249,0.3012165094,0.309505231,6,4,
540,0.15,1,L-TADs,538,3L,10219150,10623449,404299,136609,118.61,Null,0.61883,0.0421765,13017.5,0.15,0.094275,1664,1207,1888,1813,0.679022254,0.8431996139,0.2294355195,0.2849095745,6,5,
541,0.06,0,NonL-TADs,539,3L,10623450,10654649,31199,32967,50.5,Active,0.385264,0.0498357,1180.54,0.06,0.015084,6974,6598,6666,6812,13.30131414,12.72438058,14.05507944,13.44545192,5,,6
542,0.07,0,NonL-TADs,540,3L,10654650,10691149,36499,31038,53.21,Active,0.406955,0.0530628,2549.64,0.07,0.020531,5816,4974,5841,5797,11.23201936,11.67011808,9.551478589,9.924028737,5,,6
543,0.11,1,L-TADs,541,3L,10691150,10859749,168599,40061,88.62,Null,0.585525,0.0523805,10154.5,0.11,0.050699,2083,1361,1961,1925,2.777611391,3.019059251,0.6599913992,0.7173620998,6,5,
544,0.06,0,NonL-TADs,542,3L,10859750,10893049,33299,13590,51.61,Active,0.551006,0.0578926,2312.93,0.06,0.015084,9137,8276,9318,9884,41.3984681,43.97619348,16.89555787,17.94758009,6,,6
545,0.12,1,L-TADs,543,3L,10893050,11113049,219999,109154,96.83,PcG,0.730605,0.0732087,13832.9,0.12,0.060336,22153,21028,22325,23089,12.78153954,12.94913404,6.341647769,6.424800919,6,6,
546,0.09,1,L-TADs,544,3L,11113050,11204449,91399,97092,72.26,Active,0.675552,0.0712033,9966.13,0.09,0.033939,14166,13413,14038,14589,9.177516949,9.17662568,9.749160009,9.748213224,6,6,
547,0.07,0,NonL-TADs,545,3L,11204450,11239749,35299,18031,52.62,Null,0.557227,0.0626032,1624.63,0.07,0.020531,1832,1334,1817,2017,5.673110265,6.617941461,2.897868245,3.380495269,6,,6
548,0.11,2,L-TADs,546,3L,11239750,11424349,184599,17781,91.33,Null,0.56291,0.070095,10798.1,0.11,0.050699,1834,1341,1778,1547,5.769227637,5.820041666,0.5557052672,0.5605997913,6,4,
