bID,bRad,LamSites,Class,DomainID,Chr,StartLoc,EndLoc,TAD_length,Sum of genomic lengths,Radius(nm),EpiClass,WT_Probability_NE0.2,Mutant_Probability_NE0.2,Sum_of_Contacts_with_Active_TADs,Radii,Surface_area,Reads_Rep1_WT,Reads_Rep2_WT,Reads_Rep1_Mut,Reads_Rep2_Mut,WT_RPKMT,Mut_RPKMT,WT_RPKMTL,Mut_RPKMTL,Bin_ALL_TADs,Bin_LTADs,Bin_NonLTADs
875,0.06,0,NonL-TADs,870,3R,19016650,19041449,24799,2399,46.78,PcG,0.0500049,0.0544352,2743.6,0.06,0.015084,0,8,4,5,0.1077431992,0.1167623662,0.010422837,0.01129533113,1,,1
876,0.05,0,NonL-TADs,871,3R,19041450,19053349,11899,4545,36.62,Active,0.0466399,0.0563188,0,0.05,0.010475,7,4,4,0,0.07819678995,0.02739155767,0.02986842679,0.01046261279,1,,1
877,0.09,0,NonL-TADs,872,3R,19053350,19157949,104599,116182,75.58,PcG,0.0398916,0.0531204,6331.72,0.09,0.033939,15111,10917,14524,13742,7.238224973,7.572096367,8.039765713,8.41060909,1,,1
878,0.05,0,NonL-TADs,873,3R,19157950,19172749,14799,0,39.38,Null,0.0374641,0.047842,1369.63,0.05,0.010475,0,0,0,0,0,0,0,0,1,,1
879,0.05,0,NonL-TADs,874,3R,19172750,19185449,12699,10926,37.42,Active,0.0381082,0.0487914,1374.58,0.05,0.010475,90609,88301,84668,85607,529.0583184,485.0430866,455.1926283,417.322684,1,,1
880,0.11,0,NonL-TADs,875,3R,19185450,19360849,175399,44150,89.79,Null,0.0462232,0.0537138,7938.29,0.11,0.050699,414,447,475,370,0.6300899769,0.5956849492,0.1586010894,0.1499409376,1,,1
881,0.11,1,L-TADs,876,3R,19360850,19505149,144299,104535,84.14,Null,0.0698836,0.0426163,5933.35,0.11,0.050699,9450,7082,9304,8810,5.109681152,5.393159518,3.701623152,3.906984319,1,1,
882,0.07,0,NonL-TADs,877,3R,19505150,19549249,44099,41966,56.67,Null,0.0464632,0.0418671,2945.05,0.07,0.020531,7877,7139,6671,7460,11.56077133,10.48011254,11.00159481,9.973205804,1,,1
883,0.09,0,NonL-TADs,878,3R,19549250,19646349,97099,96446,73.73,Active,0.0375107,0.0518023,10738.3,0.09,0.033939,21804,18377,20632,20537,13.4606691,13.2854639,13.37014482,13.1961179,1,,1
884,0.08,0,NonL-TADs,879,3R,19646350,19717249,70899,58904,66.39,Null,0.0272887,0.0427187,6045.99,0.08,0.026816,2295,2178,2176,2207,2.453489696,2.315886704,2.038397679,1.924074957,1,,1
885,0.06,0,NonL-TADs,880,3R,19717250,19748249,30999,30507,50.39,Null,0.0251032,0.0427061,3964.27,0.06,0.015084,455,217,502,544,0.7117048061,1.067143464,0.7004089977,1.050206318,1,,1
886,0.08,0,NonL-TADs,881,3R,19748250,19821049,72799,65417,66.98,Active,0.0263978,0.0515614,9794.61,0.08,0.026816,21952,21704,21740,22324,21.56172212,20.96447162,19.37530977,18.83862196,1,,1
887,0.07,0,NonL-TADs,882,3R,19821050,19857149,36099,36084,53.01,Null,0.0224145,0.0465365,2712.68,0.07,0.020531,8066,8059,7400,8282,14.43827059,13.52624973,14.43227114,13.52062925,1,,1
888,0.06,0,NonL-TADs,883,3R,19857150,19883649,26499,23963,47.82,Active,0.0229374,0.0505093,5272.23,0.06,0.015084,46434,39672,38555,38048,116.0973628,99.49361633,104.986645,89.97190566,1,,1
889,0.07,0,NonL-TADs,884,3R,19883650,19933249,49599,53212,58.94,Null,0.0211966,0.0489161,4666.89,0.07,0.020531,7038,5661,6827,6783,7.710633635,7.960478412,8.272308655,8.540353178,1,,1
890,0.08,0,NonL-TADs,885,3R,19933250,19995349,62099,53521,63.52,Active,0.022962,0.0566898,8942.97,0.08,0.026816,7574,6608,7222,7575,8.561372422,8.604786132,7.378753496,7.416170286,1,,1
891,0.08,0,NonL-TADs,886,3R,19995350,20056149,60799,60268,63.07,Active,0.0231424,0.0579628,9259.09,0.08,0.026816,7214,6546,7256,7511,7.376694229,7.625988068,7.312268422,7.559385004,1,,1
892,0.1,0,NonL-TADs,887,3R,20056150,20185949,129799,117417,81.22,Active,0.0222857,0.0542467,19074.9,0.1,0.0419,27095,22668,27438,30082,13.69322366,15.24679368,12.38697712,13.79234643,1,,1
893,0.11,0,NonL-TADs,888,3R,20185950,20343449,157499,112619,86.63,Null,0.0255899,0.0507948,13065.8,0.11,0.050699,502,496,534,529,0.2863182311,0.2937732338,0.2047306514,0.2100613199,1,,1
894,0.06,0,NonL-TADs,889,3R,20343450,20369649,26199,22365,47.64,Active,0.0289636,0.052356,2048.05,0.06,0.015084,5095,4330,5241,5366,13.61578183,14.76094943,11.62322839,12.60081049,1,,1
895,0.07,0,NonL-TADs,890,3R,20369650,20412449,42799,76110,56.11,Null,0.0277245,0.0480954,3856.3,0.07,0.020531,3118,2649,3083,3157,2.448151879,2.551722799,4.353579277,4.537760747,1,,1
896,0.07,0,NonL-TADs,891,3R,20412450,20451649,39199,10827,54.49,Null,0.0292116,0.048549,4305.11,0.07,0.020531,2866,2622,2933,3239,16.37706579,17.74223825,4.523444253,4.900513112,1,,1
897,0.07,0,NonL-TADs,892,3R,20451650,20488049,36399,27950,53.16,Active,0.0336036,0.0497846,4113.75,0.07,0.020531,7624,5731,7831,7891,15.43804163,17.50719648,11.85453621,13.44339519,1,,1
898,0.12,0,NonL-TADs,893,3R,20488050,20677349,189299,159963,92.1,Null,0.0399232,0.0459357,16161.3,0.12,0.060336,14316,12272,13926,14387,5.370271683,5.50879961,4.538031206,4.655091216,1,,1
899,0.08,0,NonL-TADs,894,3R,20677350,20743649,66299,52218,64.92,Active,0.0773681,0.0543607,8074.28,0.08,0.026816,3916,3518,4132,4160,4.599731173,4.942306622,3.62281124,3.892628353,1,,2
900,0.06,0,NonL-TADs,895,3R,20743650,20771149,27499,23180,48.42,Active,0.116167,0.0550398,2366.81,0.06,0.015084,7148,5806,7126,7165,18.0559602,19.18844642,15.22008645,16.1747041,2,,2
901,0.09,1,L-TADs,896,3R,20771150,20849949,78799,15118,68.77,PcG,0.147724,0.057116,8394.62,0.09,0.033939,342,302,323,277,1.376327077,1.23522916,0.2640555432,0.2369851704,2,1,
902,0.07,0,NonL-TADs,897,3R,20849950,20900149,50199,45428,59.17,Active,0.135346,0.0543792,6414.02,0.07,0.020531,16846,15214,16930,17139,22.80184707,23.34137281,20.63471999,21.12296827,2,,3
903,0.08,0,NonL-TADs,898,3R,20900150,20957449,57299,45603,61.84,PcG,0.116934,0.0449602,3259.27,0.08,0.026816,10691,10280,10247,9759,14.85784605,13.65392386,11.82502929,10.8668544,2,,2
904,0.08,0,NonL-TADs,899,3R,20957450,21019649,62199,34809,63.56,Null,0.124088,0.0350535,4383.29,0.08,0.026816,2,0,2,0,0.001856387247,0.001788253463,0.001038907116,0.001000776778,2,,2
905,0.08,0,NonL-TADs,900,3R,21019650,21072249,52599,46752,60.1,Null,0.173688,0.0342885,4078.83,0.08,0.026816,21693,19114,21084,20778,28.20100603,27.86829539,25.06613118,24.77040526,3,,3
906,0.05,0,NonL-TADs,901,3R,21072250,21091449,19199,16791,42.95,Active,0.250076,0.0357744,1468.59,0.05,0.010475,13264,11262,12917,13084,47.19329385,48.1952365,41.27415996,42.15043576,4,,5
907,0.12,1,L-TADs,902,3R,21091450,21297549,206099,200459,94.75,Null,0.422671,0.0347172,10547.1,0.12,0.060336,4622,4228,4895,5104,1.426421377,1.552464346,1.387386658,1.5099804,5,3,
908,0.06,0,NonL-TADs,903,3R,21297550,21319349,21799,18862,44.81,Active,0.406711,0.0367291,986.16,0.06,0.015084,7541,6644,7335,7547,24.29806711,24.55637098,21.02436542,21.24786777,5,,6
909,0.11,1,L-TADs,904,3R,21319350,21473849,154499,136914,86.07,Null,0.517989,0.0340346,8556.93,0.11,0.050699,3397,3354,3823,3773,1.593126922,1.726743077,1.411798002,1.530206031,6,4,
910,0.07,0,NonL-TADs,905,3R,21473850,21512349,38499,33464,54.16,Active,0.453193,0.0374226,2303.58,0.07,0.020531,27003,24181,23872,24404,49.41815177,44.89976347,42.95511651,39.02765487,5,,6
911,0.12,1,L-TADs,906,3R,21512350,21714049,201699,103709,94.07,Null,0.6348,0.0321332,8740.34,0.12,0.060336,2290,2434,2643,2911,1.471714504,1.666786809,0.7567218453,0.857023551,6,5,
912,0.09,1,L-TADs,907,3R,21714050,21808749,94699,77522,73.12,Null,0.576782,0.0310672,3648.96,0.09,0.033939,2955,2542,3008,2943,2.291030632,2.389217064,1.875471512,1.955848374,6,5,
913,0.08,0,NonL-TADs,908,3R,21808750,21867949,59199,18442,62.52,PcG,0.428451,0.0391047,3166.17,0.08,0.026816,5007,4073,4662,4909,15.90772074,16.15250651,4.955661176,5.031918191,5,,6
914,0.05,0,NonL-TADs,909,3R,21867950,21884449,16499,10780,40.84,Active,0.40447,0.0398265,1011.87,0.05,0.010475,8546,8431,8557,8703,50.8829539,49.83249785,33.24554477,32.55920521,5,,6
915,0.07,0,NonL-TADs,910,3R,21884450,21930549,46099,24801,57.52,PcG,0.421743,0.0373044,1501.7,0.07,0.020531,188,176,147,156,0.47420084,0.3802454818,0.2551173568,0.2045699081,5,,6
916,0.11,1,L-TADs,911,3R,21930550,22086549,155999,55680,86.35,Null,0.633303,0.0291551,6550,0.11,0.050699,9081,8456,10326,10456,10.17621334,11.6165921,3.632148658,4.146256374,6,5,
917,0.13,2,L-TADs,912,3R,22086550,22360849,274299,99415,104.22,Null,0.704474,0.0284339,6927.15,0.13,0.070811,1824,1595,1986,1961,1.111161823,1.235679483,0.4027216746,0.4478509793,6,6,
918,0.06,0,NonL-TADs,913,3R,22360850,22391849,30999,59845,50.39,Null,0.527798,0.0250348,621.501,0.06,0.015084,2680,2070,2635,2716,2.564459625,2.782900673,4.950807648,5.37251817,6,,6
919,0.13,2,L-TADs,914,3R,22391850,22690649,298799,153968,107.24,Null,0.700813,0.0302079,7687.7,0.13,0.070811,5601,4091,5282,5360,2.03382258,2.151212993,1.048007507,1.108497559,6,6,
920,0.05,0,NonL-TADs,915,3R,22690650,22705949,15299,16708,39.82,Active,0.626239,0.0334892,754.265,0.05,0.010475,13763,10981,11755,11305,47.84929772,42.9561611,52.2560995,46.91231713,6,,6
921,0.08,1,L-TADs,916,3R,22705950,22772649,66699,62636,65.05,Null,0.625277,0.0318634,3235.2,0.08,0.026816,1114,1057,969,1041,1.119865681,0.9987635127,1.051648552,0.9379233779,6,5,
922,0.05,0,NonL-TADs,917,3R,22772650,22788149,15499,13297,39.99,Null,0.638251,0.0321533,1355.34,0.05,0.010475,1830,2266,2620,3163,9.952596721,13.53599389,8.538594658,11.6128854,6,,6
923,0.06,0,NonL-TADs,918,3R,22788150,22815649,27499,21335,48.42,Active,0.587155,0.0374657,1212.46,0.06,0.015084,2923,2784,3319,3438,8.6426187,9.857162085,6.705344557,7.647643662,6,,6
924,0.11,1,L-TADs,919,3R,22815650,22977149,161499,120235,87.35,Null,0.741574,0.0378217,8649.34,0.11,0.050699,4632,3442,4363,4161,2.169641429,2.206496076,1.615284535,1.642722591,6,6,
925,0.09,1,L-TADs,920,3R,22977150,23052749,75599,37771,67.83,PcG,0.707428,0.0503631,4917.96,0.09,0.033939,2995,3016,3134,3513,5.141837799,5.477190192,2.568980482,2.736530255,6,6,
926,0.05,0,NonL-TADs,921,3R,23052750,23064749,11999,13753,36.72,Active,0.626532,0.0535566,919.224,0.05,0.010475,1376,1295,1426,1426,6.274896584,6.45420424,7.19215374,7.397672382,6,,6
927,0.07,0,NonL-TADs,922,3R,23064750,23114949,50199,49513,59.17,Active,0.51823,0.0578504,2724.12,0.07,0.020531,20267,16259,19460,19517,23.83488173,24.50077343,23.50916351,24.16595539,6,,6
928,0.13,1,L-TADs,923,3R,23114950,23407449,292499,125460,106.48,Null,0.694616,0.0794236,10912.3,0.13,0.070811,4549,3528,4806,4695,2.080055521,2.35697329,0.8921868644,1.010963692,6,6,
929,0.06,0,NonL-TADs,924,3R,23407450,23431349,23899,20338,46.2,Active,0.50303,0.0856408,1069.51,0.06,0.015084,3097,2784,3293,3246,9.342714207,10.00676545,7.950630635,8.515736883,6,,6
930,0.13,1,L-TADs,925,3R,23431350,23732749,301399,155065,107.55,Null,0.645501,0.105981,13082.8,0.13,0.070811,9050,7375,8251,8746,3.422328724,3.41152939,1.76073379,1.755177704,6,5,
931,0.05,0,NonL-TADs,926,3R,23732750,23745949,13199,7947,37.91,Active,0.407357,0.0957841,702.859,0.05,0.010475,2812,2297,2541,2686,20.77125882,20.4710403,12.5061894,12.32543051,5,,6
932,0.07,0,NonL-TADs,927,3R,23745950,23788749,42799,39691,56.11,Active,0.370986,0.0974465,2373.17,0.07,0.020531,56136,46641,51110,51871,83.66311364,80.75244673,77.58762222,74.88832363,5,,6
933,0.15,1,L-TADs,928,3R,23788750,24172149,383399,200269,116.53,Null,0.679595,0.108938,12575.6,0.15,0.094275,19615,15440,18033,18440,5.655439617,5.668241997,2.954126737,2.960814077,6,6,
934,0.12,1,L-TADs,929,3R,24172150,24371549,199399,113075,93.71,Null,0.55083,0.09133,5700.18,0.12,0.060336,1087,798,1069,978,0.5386105871,0.5634324714,0.3054347922,0.3195107634,6,4,
935,0.08,0,NonL-TADs,930,3R,24371550,24426549,54999,11223,61,PcG,0.254419,0.0780597,2850.82,0.08,0.026816,15493,12288,15170,14413,79.97772369,82.0396647,16.32011478,16.74087087,4,,5
936,0.07,0,NonL-TADs,931,3R,24426550,24460649,34099,30383,52.02,Null,0.173016,0.0702737,2037.85,0.07,0.020531,1084,988,1058,1123,2.203379097,2.234167027,1.963261888,1.990694648,3,,3
937,0.07,0,NonL-TADs,932,3R,24460650,24499249,38599,5959,54.21,Null,0.139452,0.0668063,828.664,0.07,0.020531,11,8,5,12,0.1030173427,0.08879043058,0.01590404791,0.01370766538,2,,3
938,0.1,0,NonL-TADs,933,3R,24499250,24635349,136099,76900,82.51,Null,0.120624,0.069032,5932.33,0.1,0.0419,2308,1721,2514,2560,1.692782089,2.053594768,0.9564724403,1.160342381,2,,2
939,0.07,0,NonL-TADs,934,3R,24635350,24670749,35399,31735,52.67,Active,0.137577,0.0671662,2144.52,0.07,0.020531,7259,5545,6916,7393,13.03578805,14.03335162,11.68650904,12.58081906,2,,3
940,0.07,0,NonL-TADs,935,3R,24670750,24713649,42899,58003,56.15,Null,0.197699,0.0747498,3009.83,0.07,0.020531,3717,2832,3305,3225,3.647998588,3.503913295,4.932396142,4.737580896,3,,4
941,0.1,1,L-TADs,936,3R,24713650,24851649,137999,110994,82.89,Null,0.271381,0.0887489,9364.34,0.1,0.0419,2950,2387,2836,2822,1.553559273,1.586551107,1.249543533,1.2760792,4,2,
942,0.07,0,NonL-TADs,937,3R,24851650,24888849,37199,32135,53.55,Active,0.205925,0.0880508,4266.11,0.07,0.020531,5584,4857,5709,5924,10.49769424,11.26688989,9.068614865,9.733097841,3,,4
943,0.09,0,NonL-TADs,938,3R,24888850,24976049,87199,83543,71.13,Active,0.150877,0.0838603,10617.7,0.09,0.033939,13417,11815,13862,14192,9.758245434,10.45142124,9.349110635,10.0132236,2,,3
944,0.09,0,NonL-TADs,939,3R,24976050,25076849,100799,73911,74.65,Active,0.181364,0.0898088,11592,0.09,0.033939,48825,34233,45587,45874,36.30801604,38.51389955,26.62290076,28.24036776,3,,4
945,0.12,1,L-TADs,940,3R,25076850,25304549,227699,81359,97.95,Null,0.318282,0.0867024,15804.1,0.12,0.060336,6583,4981,6643,6510,4.592324927,5.031643283,1.640881004,1.797853595,4,2,
946,0.04,0,NonL-TADs,941,3R,25304550,25315549,10999,4145,35.67,Active,0.24919,0.0821494,0,0.04,0.006704,553,501,532,552,8.215730858,8.139455881,3.09611823,3.067373818,4,,5
947,0.05,0,NonL-TADs,942,3R,25315550,25329249,13699,12040,38.38,Active,0.237251,0.0838406,1325.21,0.05,0.010475,4051,3878,4133,4185,21.2775715,21.50220783,18.70077822,18.89821025,3,,4
948,0.09,0,NonL-TADs,943,3R,25329250,25416949,87699,12000,71.27,PcG,0.245307,0.0889505,4713.25,0.09,0.033939,0,0,4,4,0,0.02074910494,0,0.002839134531,4,,4
949,0.1,1,L-TADs,944,3R,25416950,25549049,132099,88819,81.69,PcG,0.335102,0.0910599,8402.19,0.1,0.0419,8048,6232,7242,7269,5.194604123,5.084896166,3.492680062,3.41891606,4,2,
950,0.06,0,NonL-TADs,945,3R,25549050,25575449,26399,22875,47.76,Active,0.278526,0.0853919,1579.1,0.06,0.015084,38117,34589,35897,36834,102.6926301,98.95758368,88.9842007,85.74774524,4,,5
951,0.1,0,NonL-TADs,946,3R,25575450,25683849,108399,79824,76.48,Active,0.250853,0.088404,15762.3,0.1,0.0419,29469,23691,27668,28848,21.51699472,22.0357865,15.84491173,16.2269451,4,,5
952,0.11,2,L-TADs,947,3R,25683850,25847149,163299,149715,87.68,Active,0.398547,0.0835126,26381.1,0.11,0.050699,110517,104204,101360,103700,46.33821861,42.62910989,42.48358164,39.08301451,5,3,
953,0.07,0,NonL-TADs,948,3R,25847150,25884549,37399,95236,53.64,Active,0.320766,0.0675587,4930.93,0.07,0.020531,26209,23125,25159,25186,16.73691116,16.45302755,42.62029655,41.89739116,4,,5
954,0.11,1,L-TADs,949,3R,25884550,26032749,148199,51003,84.89,Null,0.353207,0.0589952,9499.85,0.11,0.050699,46272,44485,43483,44383,57.4929426,53.61863579,19.78631807,18.45296717,5,2,
955,0.12,0,NonL-TADs,950,3R,26032750,26250349,217599,107747,96.48,Null,0.17082,0.0533525,8444.76,0.12,0.060336,11020,9593,10737,11078,6.181105325,6.301452349,3.060655405,3.120246813,3,,3
956,0.11,0,NonL-TADs,951,3R,26250350,26426849,176499,164100,89.98,Null,0.174374,0.0511901,6485.94,0.11,0.050699,18463,16336,17989,17947,6.851541784,6.815720612,6.370223099,6.336918353,3,,3
957,0.12,1,L-TADs,952,3R,26426850,26614249,187399,47379,91.79,PcG,0.380196,0.0680772,4487.48,0.12,0.060336,4543,2554,4140,4370,4.839706698,5.590289464,1.223594916,1.413360394,5,3,
958,0.05,0,NonL-TADs,953,3R,26614250,26633649,19399,17817,43.1,Active,0.288379,0.0713005,1046.08,0.05,0.010475,4912,4460,4697,5127,16.99526057,17.16107147,15.60928695,15.76157587,4,,5
959,0.09,0,NonL-TADs,954,3R,26633650,26714949,81299,49348,69.49,PcG,0.276453,0.0730629,3335.73,0.09,0.033939,16937,13437,16393,17191,19.88669258,21.18134292,12.0711018,12.85694671,4,,5
960,0.11,1,L-TADs,955,3R,26714950,26886749,171799,99133,89.17,PcG,0.382791,0.0677022,4999.33,0.11,0.050699,2116,1734,2011,2070,1.254794504,1.281265026,0.7240527803,0.7393270384,5,3,
961,0.1,0,NonL-TADs,956,3R,26886750,27020549,133799,100824,82.04,Null,0.232904,0.0556697,4768.32,0.1,0.0419,264,276,341,374,0.1730453622,0.2207154551,0.1303980269,0.1663197411,3,,4
962,0.06,0,NonL-TADs,957,3R,27020550,27044949,24399,22019,46.52,Active,0.273586,0.0590954,638.283,0.06,0.015084,14320,12497,12258,11745,39.34981801,33.92802346,35.51144075,30.61851505,4,,5
963,0.11,1,L-TADs,958,3R,27044950,27208749,163799,113535,87.77,Null,0.360775,0.0582655,5562.11,0.11,0.050699,2147,1572,2115,2180,1.058343244,1.177399996,0.7335759081,0.8160984411,5,2,
964,0.06,0,NonL-TADs,959,3R,27208750,27231049,22299,65857,45.15,Null,0.289979,0.0556523,629.716,0.06,0.015084,3704,3173,3965,3929,3.373861175,3.730661153,9.964230478,11.01798967,4,,5
965,0.08,0,NonL-TADs,960,3R,27231050,27283949,52899,0,60.22,Null,0.283471,0.0582158,2972.68,0.08,0.026816,0,0,0,0,0,0,0,0,4,,5
966,0.1,1,L-TADs,961,3R,27283950,27396349,112399,35960,77.41,Null,0.38328,0.0788253,4217.52,0.1,0.0419,1040,992,996,1093,1.825719895,1.808045615,0.5841056187,0.5784510566,5,3,
967,0.06,0,NonL-TADs,962,3R,27396350,27422949,26599,22813,47.88,Active,0.340946,0.0855648,1966.58,0.06,0.015084,37222,35398,35516,35352,102.8499232,96.68484429,88.21065822,82.92309308,4,,5
968,0.05,0,NonL-TADs,963,3R,27422950,27439249,16299,18924,40.67,Active,0.342811,0.0881824,0,0.05,0.010475,9760,7713,9785,9933,29.83215763,32.42952212,34.63671091,37.65238829,4,,5
969,0.1,1,L-TADs,964,3R,27439250,27563449,124199,42850,80.03,Null,0.362543,0.0970973,8402.54,0.1,0.0419,4897,4014,5080,5348,6.719017079,7.574270698,2.318133655,2.613205416,5,2,
970,0.05,0,NonL-TADs,965,3R,27563450,27575149,11699,13403,36.41,Active,0.311225,0.120799,0,0.05,0.010475,33338,31778,28949,29106,156.9696987,134.8119026,179.8328807,154.4477246,4,,5
971,0.08,0,NonL-TADs,966,3R,27575150,27637949,62799,53241,63.76,Active,0.275093,0.149787,4958.46,0.08,0.026816,13149,11472,13179,13324,14.94134218,15.49314048,12.66727175,13.13508642,4,,5
974,0.09,0,NonL-TADs,967,4,87250,162949,75699,63744,67.86,HP1/centro,0.0688411,0.0377933,1003.45,0.09,0.033939,8091,7633,9290,9213,7.96991795,9.034278253,6.711243871,7.607511763,1,,2
975,0.08,0,NonL-TADs,968,4,162950,236049,73099,54327,67.07,HP1/centro,0.125909,0.046908,643.659,0.08,0.026816,6866,7074,8009,8437,8.290432314,9.421828366,6.161429245,7.002280054,2,,2
976,0.09,1,L-TADs,969,4,236050,325849,89799,70645,71.83,HP1/centro,0.185483,0.0577906,1168.57,0.09,0.033939,24,27,27,33,0.02332485079,0.02643385157,0.01834969303,0.02079554833,3,1,
977,0.08,0,NonL-TADs,970,4,325850,380249,54399,41488,60.78,HP1/centro,0.181678,0.0621558,692.151,0.08,0.026816,7485,7444,8885,9155,11.6262149,13.53332963,8.866861593,10.32134377,3,,4
978,0.05,0,NonL-TADs,971,4,380250,395449,15199,15033,39.73,HP1/centro,0.197596,0.0606036,0,0.05,0.010475,3669,3303,3812,3788,14.98448594,15.7347034,14.82082881,15.56285257,3,,4
979,0.08,1,L-TADs,972,4,395450,454649,59199,17757,62.52,HP1/centro,0.199241,0.0687929,976.728,0.08,0.026816,19,15,23,21,0.06186420695,0.07712118746,0.01855644053,0.02313283883,3,1,
980,0.08,0,NonL-TADs,973,4,454650,506649,51999,36025,59.87,HP1/centro,0.172844,0.0740644,863.799,0.08,0.026816,4294,4094,5263,4980,7.522887373,8.849399661,5.211869798,6.130879878,3,,3
981,0.08,0,NonL-TADs,974,4,506650,577949,71299,48494,66.51,HP1/centro,0.132126,0.0771194,916.622,0.08,0.026816,1662,1292,1830,1697,1.968124694,2.263643743,1.338619601,1.53961682,2,,3
982,0.08,0,NonL-TADs,975,4,577950,630649,52699,31815,60.14,HP1/centro,0.12603,0.0788331,683.001,0.08,0.026816,4514,4617,4974,5100,9.272920637,9.855091142,5.598170175,5.949633289,2,,3
983,0.07,0,NonL-TADs,976,4,630650,680049,49399,40967,58.86,HP1/centro,0.141114,0.0783186,672.405,0.07,0.020531,5824,5313,6540,6536,8.783430827,9.934165162,7.284171961,8.23848548,2,,3
984,0.07,0,NonL-TADs,977,4,680050,717749,37699,16635,53.79,HP1/centro,0.175982,0.0804408,232.025,0.07,0.020531,2648,2489,3204,3067,9.977388615,11.73287981,4.402606425,5.177231639,3,,3
985,0.11,1,L-TADs,978,4,717750,872949,155199,127549,86.2,HP1/centro,0.270051,0.0922968,1589.02,0.11,0.050699,1434,1369,1805,1701,0.7100291311,0.8555107673,0.5835315024,0.7030943682,4,1,
986,0.05,0,NonL-TADs,979,4,872950,888649,15699,11673,40.17,HP1/centro,0.197313,0.0778473,176.729,0.05,0.010475,3109,2577,3086,3053,15.73817961,16.36838283,11.70213202,12.17071997,3,,4
987,0.09,0,NonL-TADs,980,4,888650,980349,91699,68111,72.33,HP1/centro,0.156014,0.0861009,1167.54,0.09,0.033939,7921,7218,8912,8738,7.181415587,8.065254558,5.334119206,5.990605712,3,,3
988,0.08,0,NonL-TADs,981,4,980350,1048249,67899,39440,65.44,HP1/centro,0.16018,0.0851027,931.684,0.08,0.026816,5794,5892,7373,7751,9.573243451,11.93494408,5.560740537,6.932564464,3,,3
989,0.06,0,NonL-TADs,982,4,1048250,1081349,33099,26621,51.5,HP1/centro,0.198062,0.0834109,588.498,0.06,0.015084,39601,37627,42188,40546,93.7304172,96.72757115,75.38588587,77.79644919,3,,4
990,0.08,1,L-TADs,983,4,1081350,1133349,51999,43266,59.87,HP1/centro,0.211267,0.0911243,783.117,0.08,0.026816,0,10,5,8,0.007467640144,0.009351628212,0.006213483307,0.007781063987,3,1,
991,0.09,0,NonL-TADs,984,4,1133350,1220449,87099,77854,71.1,HP1/centro,0.189621,0.106298,1290.93,0.09,0.033939,6510,7009,8160,7931,5.610399212,6.432691593,5.014891334,5.749902654,3,,4
992,0.05,0,NonL-TADs,985,4,1220450,1234749,14299,5999,38.93,HP1/centro,0.180415,0.116753,0,0.05,0.010475,921,976,1207,1178,10.21688715,12.3737161,4.286391079,5.191266725,3,,4
993,0.13,2,L-TADs,986,X,173850,425249,251399,248475,101.24,Null,0.63622,0.139752,10814.4,0.13,0.070811,7475,6787,7071,7364,1.854504368,1.808109446,1.832934788,1.787079482,6,5,
994,0.09,0,NonL-TADs,987,X,425250,513049,87799,71295,71.29,PcG,0.363885,0.10862,3407.11,0.09,0.033939,1273,762,1172,1197,0.9222219778,1.03418114,0.7488674804,0.8397811409,5,,6
995,0.07,0,NonL-TADs,988,X,513050,551249,38199,33624,54.02,Active,0.436892,0.100384,2309,0.07,0.020531,26409,24231,25244,24374,48.66026252,45.92831409,42.83234292,40.42759321,5,,6
996,0.1,1,L-TADs,989,X,551250,658949,107699,75309,76.32,Null,0.631106,0.107504,4883.43,0.1,0.0419,19982,15048,19521,19847,15.02876813,16.26998293,10.5089323,11.37685721,6,5,
997,0.16,2,L-TADs,990,X,658950,1129149,470199,296676,124.73,Null,0.798349,0.107954,20471.9,0.16,0.107264,15567,12069,15712,15614,3.009697841,3.286345009,1.898994078,2.073546928,6,6,
998,0.1,1,L-TADs,991,X,1129150,1268749,139599,100895,83.21,Active,0.737952,0.096141,15889,0.1,0.0419,8077,5870,7747,7608,4.466232051,4.736644625,3.227963544,3.423403888,6,6,
999,0.06,1,L-TADs,992,X,1268750,1293949,25199,21290,47.03,Active,0.64782,0.0801546,2218.48,0.06,0.015084,3711,3286,3619,3705,10.61857748,10.706889,8.971368485,9.045980667,6,5,
1000,0.08,0,NonL-TADs,993,X,1293950,1356849,62899,47427,63.79,Null,0.542769,0.0730467,7237.7,0.08,0.026816,1741,1371,1586,1673,2.120040033,2.138697355,1.598549081,1.612617044,6,,6
1001,0.05,0,NonL-TADs,994,X,1356850,1375149,18299,18211,42.27,Active,0.418558,0.0721542,2703.9,0.05,0.010475,5929,4824,5554,5869,19.07769841,19.52257089,18.98595365,19.42868673,5,,6
1002,0.07,0,NonL-TADs,995,X,1375150,1410649,35499,28520,52.72,Active,0.38496,0.0731733,3704.42,0.07,0.020531,35585,33145,31510,32467,77.86225016,69.81760974,62.55475857,56.09167102,5,,6
1003,0.11,1,L-TADs,996,X,1410650,1558649,147999,56621,84.85,Null,0.46601,0.0645652,9646.76,0.11,0.050699,366,198,314,308,0.321833832,0.341903444,0.1231261928,0.1308043629,5,3,
1004,0.12,0,NonL-TADs,997,X,1558650,1753549,194899,81219,93,Null,0.249074,0.0580635,13212,0.12,0.060336,5542,4757,5483,5594,4.097014941,4.244779584,1.707322544,1.768899548,4,,5
